input,target,sesgo_pronombre,sesgo_otro,seq2seq_document,causal_document,generation,reference_tokens,max_ref_len,generated_tokens,input_tokens,bleu_gen,bleu_input,bleu_dif,rouge
"Cada estudiante dispondrá, a lo largo de sus estudios, de un máximo de tres Elimina Especiales en asignaturas que no formen parte del Plan Común.","['Cada estudiante dispondrá, a lo largo de sus estudios, de un máximo de tres Elimina Especiales en asignaturas que no formen parte del Plan Común.']",NO,NO,"Eliminar sesgo de género del siguiente texto:
Cada estudiante dispondrá, a lo largo de sus estudios, de un máximo de tres Elimina Especiales en asignaturas que no formen parte del Plan Común.","<human>: ¿Puedes reescribir el siguiente texto sin sesgo de género?
    Cada estudiante dispondrá, a lo largo de sus estudios, de un máximo de tres Elimina Especiales en asignaturas que no formen parte del Plan Común.
    <assistant>:","Cada estudiante dispondrá, a lo largo de sus estudios, de un máximo de tres Elimina Especiales en asignaturas que no formen parte del Plan Común.","[['Cada', 'estudiante', 'dispondrá', ',', 'a', 'lo', 'largo', 'de', 'sus', 'estudios', ',', 'de', 'un', 'máximo', 'de', 'tres', 'Elimina', 'Especiales', 'en', 'asignaturas', 'que', 'no', 'formen', 'parte', 'del', 'Plan', 'Común', '.']]",28,"['Cada', 'estudiante', 'dispondrá', ',', 'a', 'lo', 'largo', 'de', 'sus', 'estudios', ',', 'de', 'un', 'máximo', 'de', 'tres', 'Elimina', 'Especiales', 'en', 'asignaturas', 'que', 'no', 'formen', 'parte', 'del', 'Plan', 'Común', '.']","['Cada', 'estudiante', 'dispondrá', ',', 'a', 'lo', 'largo', 'de', 'sus', 'estudios', ',', 'de', 'un', 'máximo', 'de', 'tres', 'Elimina', 'Especiales', 'en', 'asignaturas', 'que', 'no', 'formen', 'parte', 'del', 'Plan', 'Común', '.']",1.0,1.0,0.0,1.0
"Dentro de los cursos de Plan Común están los cursos EHs, FGs y EI.","['Dentro de los cursos de Plan Común están los cursos EHs, FGs y EI.']",,,"Eliminar sesgo de género del siguiente texto:
Dentro de los cursos de Plan Común están los cursos EHs, FGs y EI.","<human>: ¿Puedes reescribir el siguiente texto sin sesgo de género?
    Dentro de los cursos de Plan Común están los cursos EHs, FGs y EI.
    <assistant>:","Dentro de los cursos de Plan Común están los cursos EHs, FGs y EI.","[['Dentro', 'de', 'los', 'cursos', 'de', 'Plan', 'Común', 'están', 'los', 'cursos', 'EHs', ',', 'FGs', 'y', 'EI', '.']]",16,"['Dentro', 'de', 'los', 'cursos', 'de', 'Plan', 'Común', 'están', 'los', 'cursos', 'EHs', ',', 'FGs', 'y', 'EI', '.']","['Dentro', 'de', 'los', 'cursos', 'de', 'Plan', 'Común', 'están', 'los', 'cursos', 'EHs', ',', 'FGs', 'y', 'EI', '.']",1.0,1.0,0.0,1.0
"Los cursos DR no se consideran de Plan Común, por lo tanto, con su eliminación ocuparía una de las tres opciones disponibles.","['Los cursos DR no se consideran de Plan Común, por lo tanto, con su eliminación ocuparía una de las tres opciones disponibles.']",,,"Eliminar sesgo de género del siguiente texto:
Los cursos DR no se consideran de Plan Común, por lo tanto, con su eliminación ocuparía una de las tres opciones disponibles.","<human>: ¿Puedes reescribir el siguiente texto sin sesgo de género?
    Los cursos DR no se consideran de Plan Común, por lo tanto, con su eliminación ocuparía una de las tres opciones disponibles.
    <assistant>:","Los cursos DR no se consideran de Plan Común, por lo tanto, con su eliminación ocuparía una de las tres opciones disponibles.","[['Los', 'cursos', 'DR', 'no', 'se', 'consideran', 'de', 'Plan', 'Común', ',', 'por', 'lo', 'tanto', ',', 'con', 'su', 'eliminación', 'ocuparía', 'una', 'de', 'las', 'tres', 'opciones', 'disponibles', '.']]",25,"['Los', 'cursos', 'DR', 'no', 'se', 'consideran', 'de', 'Plan', 'Común', ',', 'por', 'lo', 'tanto', ',', 'con', 'su', 'eliminación', 'ocuparía', 'una', 'de', 'las', 'tres', 'opciones', 'disponibles', '.']","['Los', 'cursos', 'DR', 'no', 'se', 'consideran', 'de', 'Plan', 'Común', ',', 'por', 'lo', 'tanto', ',', 'con', 'su', 'eliminación', 'ocuparía', 'una', 'de', 'las', 'tres', 'opciones', 'disponibles', '.']",1.0,1.0,0.0,1.0
"Los Talleres de Práctica Profesional I inscritos para los estudiantes del plan estudios v.5, no serán considerados dentro de las tres opciones disponibles de cada estudiante.","['Los Talleres de Práctica Profesional I inscritos para los/as estudiantes del plan estudios v.5, no serán considerados dentro de las tres opciones disponibles de cada estudiante.', 'Los Talleres de Práctica Profesional I inscritos para las/os estudiantes del plan estudios v.5, no serán considerados dentro de las tres opciones disponibles de cada estudiante.', 'Los Talleres de Práctica Profesional I inscritos para los(as) estudiantes del plan estudios v.5, no serán considerados dentro de las tres opciones disponibles de cada estudiante.', 'Los Talleres de Práctica Profesional I inscritos para las(os) estudiantes del plan estudios v.5, no serán considerados dentro de las tres opciones disponibles de cada estudiante.', 'Los Talleres de Práctica Profesional I inscritos para los y las estudiantes del plan estudios v.5, no serán considerados dentro de las tres opciones disponibles de cada estudiante.', 'Los Talleres de Práctica Profesional I inscritos para las y los estudiantes del plan estudios v.5, no serán considerados dentro de las tres opciones disponibles de cada estudiante.', 'Los Talleres de Práctica Profesional I inscritos para l@s estudiantes del plan estudios v.5, no serán considerados dentro de las tres opciones disponibles de cada estudiante.', 'Los Talleres de Práctica Profesional I inscritos para estudiantes del plan estudios v.5, no serán considerados dentro de las tres opciones disponibles de cada estudiante.']",SI,NO,"Eliminar sesgo de género del siguiente texto:
Los Talleres de Práctica Profesional I inscritos para los estudiantes del plan estudios v.5, no serán considerados dentro de las tres opciones disponibles de cada estudiante.","<human>: ¿Puedes reescribir el siguiente texto sin sesgo de género?
    Los Talleres de Práctica Profesional I inscritos para los estudiantes del plan estudios v.5, no serán considerados dentro de las tres opciones disponibles de cada estudiante.
    <assistant>:","Los Talleres de Práctica Profesional I inscritos para estudiantes del plan estudios v.5, no serán considerados dentro de las tres opciones disponibles de cada estudiante.","[['Los', 'Talleres', 'de', 'Práctica', 'Profesional', 'I', 'inscritos', 'para', 'los/as', 'estudiantes', 'del', 'plan', 'estudios', 'v.5', ',', 'no', 'serán', 'considerados', 'dentro', 'de', 'las', 'tres', 'opciones', 'disponibles', 'de', 'cada', 'estudiante', '.'], ['Los', 'Talleres', 'de', 'Práctica', 'Profesional', 'I', 'inscritos', 'para', 'las/os', 'estudiantes', 'del', 'plan', 'estudios', 'v.5', ',', 'no', 'serán', 'considerados', 'dentro', 'de', 'las', 'tres', 'opciones', 'disponibles', 'de', 'cada', 'estudiante', '.'], ['Los', 'Talleres', 'de', 'Práctica', 'Profesional', 'I', 'inscritos', 'para', 'los', '(', 'as', ')', 'estudiantes', 'del', 'plan', 'estudios', 'v.5', ',', 'no', 'serán', 'considerados', 'dentro', 'de', 'las', 'tres', 'opciones', 'disponibles', 'de', 'cada', 'estudiante', '.'], ['Los', 'Talleres', 'de', 'Práctica', 'Profesional', 'I', 'inscritos', 'para', 'las', '(', 'os', ')', 'estudiantes', 'del', 'plan', 'estudios', 'v.5', ',', 'no', 'serán', 'considerados', 'dentro', 'de', 'las', 'tres', 'opciones', 'disponibles', 'de', 'cada', 'estudiante', '.'], ['Los', 'Talleres', 'de', 'Práctica', 'Profesional', 'I', 'inscritos', 'para', 'los', 'y', 'las', 'estudiantes', 'del', 'plan', 'estudios', 'v.5', ',', 'no', 'serán', 'considerados', 'dentro', 'de', 'las', 'tres', 'opciones', 'disponibles', 'de', 'cada', 'estudiante', '.'], ['Los', 'Talleres', 'de', 'Práctica', 'Profesional', 'I', 'inscritos', 'para', 'las', 'y', 'los', 'estudiantes', 'del', 'plan', 'estudios', 'v.5', ',', 'no', 'serán', 'considerados', 'dentro', 'de', 'las', 'tres', 'opciones', 'disponibles', 'de', 'cada', 'estudiante', '.'], ['Los', 'Talleres', 'de', 'Práctica', 'Profesional', 'I', 'inscritos', 'para', 'l', '@', 's', 'estudiantes', 'del', 'plan', 'estudios', 'v.5', ',', 'no', 'serán', 'considerados', 'dentro', 'de', 'las', 'tres', 'opciones', 'disponibles', 'de', 'cada', 'estudiante', '.'], ['Los', 'Talleres', 'de', 'Práctica', 'Profesional', 'I', 'inscritos', 'para', 'estudiantes', 'del', 'plan', 'estudios', 'v.5', ',', 'no', 'serán', 'considerados', 'dentro', 'de', 'las', 'tres', 'opciones', 'disponibles', 'de', 'cada', 'estudiante', '.']]",31,"['Los', 'Talleres', 'de', 'Práctica', 'Profesional', 'I', 'inscritos', 'para', 'estudiantes', 'del', 'plan', 'estudios', 'v.5', ',', 'no', 'serán', 'considerados', 'dentro', 'de', 'las', 'tres', 'opciones', 'disponibles', 'de', 'cada', 'estudiante', '.']","['Los', 'Talleres', 'de', 'Práctica', 'Profesional', 'I', 'inscritos', 'para', 'los', 'estudiantes', 'del', 'plan', 'estudios', 'v.5', ',', 'no', 'serán', 'considerados', 'dentro', 'de', 'las', 'tres', 'opciones', 'disponibles', 'de', 'cada', 'estudiante', '.']",1.0,0.969814385914109,0.030185614085891044,1.0
"Atentamente,  Subdirección de Gestión Docente  Escuela de Ingeniería y Ciencias","['Atentamente,  Subdirección de Gestión Docente  Escuela de Ingeniería y Ciencias']",,,"Eliminar sesgo de género del siguiente texto:
Atentamente,  Subdirección de Gestión Docente  Escuela de Ingeniería y Ciencias","<human>: ¿Puedes reescribir el siguiente texto sin sesgo de género?
    Atentamente,  Subdirección de Gestión Docente  Escuela de Ingeniería y Ciencias
    <assistant>:","Atentamente, Subdirección de Gestión Docente Escuela de Ingeniería y Ciencias","[['Atentamente', ',', 'Subdirección', 'de', 'Gestión', 'Docente', 'Escuela', 'de', 'Ingeniería', 'y', 'Ciencias']]",11,"['Atentamente', ',', 'Subdirección', 'de', 'Gestión', 'Docente', 'Escuela', 'de', 'Ingeniería', 'y', 'Ciencias']","['Atentamente', ',', 'Subdirección', 'de', 'Gestión', 'Docente', 'Escuela', 'de', 'Ingeniería', 'y', 'Ciencias']",1.0,1.0,0.0,1.0
"Estimada Comunidad, Si no pudiste participar de la primera charla, puedes integrarte mañana a la charla virtual de las prácticas integrales en Guatemala.","['Estimada Comunidad, Si no pudiste participar de la primera charla, puedes integrarte mañana a la charla virtual de las prácticas integrales en Guatemala.']",NO,NO,"Eliminar sesgo de género del siguiente texto:
Estimada Comunidad, Si no pudiste participar de la primera charla, puedes integrarte mañana a la charla virtual de las prácticas integrales en Guatemala.","<human>: ¿Puedes reescribir el siguiente texto sin sesgo de género?
    Estimada Comunidad, Si no pudiste participar de la primera charla, puedes integrarte mañana a la charla virtual de las prácticas integrales en Guatemala.
    <assistant>:","Estimada Comunidad, Si no pudiste participar de la primera charla, puedes integrarte mañana a la charla virtual de las prácticas integrales en Guatemala.","[['Estimada', 'Comunidad', ',', 'Si', 'no', 'pudiste', 'participar', 'de', 'la', 'primera', 'charla', ',', 'puedes', 'integrarte', 'mañana', 'a', 'la', 'charla', 'virtual', 'de', 'las', 'prácticas', 'integrales', 'en', 'Guatemala', '.']]",26,"['Estimada', 'Comunidad', ',', 'Si', 'no', 'pudiste', 'participar', 'de', 'la', 'primera', 'charla', ',', 'puedes', 'integrarte', 'mañana', 'a', 'la', 'charla', 'virtual', 'de', 'las', 'prácticas', 'integrales', 'en', 'Guatemala', '.']","['Estimada', 'Comunidad', ',', 'Si', 'no', 'pudiste', 'participar', 'de', 'la', 'primera', 'charla', ',', 'puedes', 'integrarte', 'mañana', 'a', 'la', 'charla', 'virtual', 'de', 'las', 'prácticas', 'integrales', 'en', 'Guatemala', '.']",1.0,1.0,0.0,1.0
"La presente convocatoria está dirigida a estudiantes de  pregrado  de las carreras de  Ingeniería Civil Industrial, Ingeniería Civil en Ciencias de la Computación, Ingeniería Civil Eléctrica e Ingeniería Civil Mecánica  de la Facultad de Ciencias Físicas y Matemáticas de la Universidad de Chile.","['La presente convocatoria está dirigida a estudiantes de  pregrado  de las carreras de  Ingeniería Civil Industrial, Ingeniería Civil en Ciencias de la Computación, Ingeniería Civil Eléctrica e Ingeniería Civil Mecánica  de la Facultad de Ciencias Físicas y Matemáticas de la Universidad de Chile.']",NO,NO,"Eliminar sesgo de género del siguiente texto:
La presente convocatoria está dirigida a estudiantes de  pregrado  de las carreras de  Ingeniería Civil Industrial, Ingeniería Civil en Ciencias de la Computación, Ingeniería Civil Eléctrica e Ingeniería Civil Mecánica  de la Facultad de Ciencias Físicas y Matemáticas de la Universidad de Chile.","<human>: ¿Puedes reescribir el siguiente texto sin sesgo de género?
    La presente convocatoria está dirigida a estudiantes de  pregrado  de las carreras de  Ingeniería Civil Industrial, Ingeniería Civil en Ciencias de la Computación, Ingeniería Civil Eléctrica e Ingeniería Civil Mecánica  de la Facultad de Ciencias Físicas y Matemáticas de la Universidad de Chile.
    <assistant>:","La presente convocatoria está dirigida a estudiantes de pregrado de las carreras de Ingeniería Civil Industrial, Ingeniería Civil en Ciencias de la Computación, Ingeniería Civil Eléctrica e Ingeniería Civil Mecánica de la Facultad de Ciencias Físicas y Matemáticas de la Universidad de Chile.","[['La', 'presente', 'convocatoria', 'está', 'dirigida', 'a', 'estudiantes', 'de', 'pregrado', 'de', 'las', 'carreras', 'de', 'Ingeniería', 'Civil', 'Industrial', ',', 'Ingeniería', 'Civil', 'en', 'Ciencias', 'de', 'la', 'Computación', ',', 'Ingeniería', 'Civil', 'Eléctrica', 'e', 'Ingeniería', 'Civil', 'Mecánica', 'de', 'la', 'Facultad', 'de', 'Ciencias', 'Físicas', 'y', 'Matemáticas', 'de', 'la', 'Universidad', 'de', 'Chile', '.']]",46,"['La', 'presente', 'convocatoria', 'está', 'dirigida', 'a', 'estudiantes', 'de', 'pregrado', 'de', 'las', 'carreras', 'de', 'Ingeniería', 'Civil', 'Industrial', ',', 'Ingeniería', 'Civil', 'en', 'Ciencias', 'de', 'la', 'Computación', ',', 'Ingeniería', 'Civil', 'Eléctrica', 'e', 'Ingeniería', 'Civil', 'Mecánica', 'de', 'la', 'Facultad', 'de', 'Ciencias', 'Físicas', 'y', 'Matemáticas', 'de', 'la', 'Universidad', 'de', 'Chile', '.']","['La', 'presente', 'convocatoria', 'está', 'dirigida', 'a', 'estudiantes', 'de', 'pregrado', 'de', 'las', 'carreras', 'de', 'Ingeniería', 'Civil', 'Industrial', ',', 'Ingeniería', 'Civil', 'en', 'Ciencias', 'de', 'la', 'Computación', ',', 'Ingeniería', 'Civil', 'Eléctrica', 'e', 'Ingeniería', 'Civil', 'Mecánica', 'de', 'la', 'Facultad', 'de', 'Ciencias', 'Físicas', 'y', 'Matemáticas', 'de', 'la', 'Universidad', 'de', 'Chile', '.']",1.0,1.0,0.0,1.0
Charla informativa: 25 octubre a las 12:00 en la sala B07 Toda la información y requisitos  AQUI Consultas al  rrii@ing.uchile.cl,['Charla informativa: 25 octubre a las 12:00 en la sala B07 Toda la información y requisitos  AQUI Consultas al  rrii@ing.uchile.cl'],,,"Eliminar sesgo de género del siguiente texto:
Charla informativa: 25 octubre a las 12:00 en la sala B07 Toda la información y requisitos  AQUI Consultas al  rrii@ing.uchile.cl","<human>: ¿Puedes reescribir el siguiente texto sin sesgo de género?
    Charla informativa: 25 octubre a las 12:00 en la sala B07 Toda la información y requisitos  AQUI Consultas al  rrii@ing.uchile.cl
    <assistant>:",Charla informativa: 25 octubre a las 12:00 en la sala B07 Toda la información y requisitos AQUI Consultas al rrii@ing.uchile.cl,"[['Charla', 'informativa', ':', '25', 'octubre', 'a', 'las', '12:00', 'en', 'la', 'sala', 'B07', 'Toda', 'la', 'información', 'y', 'requisitos', 'AQUI', 'Consultas', 'al', 'rrii', '@', 'ing.uchile.cl']]",23,"['Charla', 'informativa', ':', '25', 'octubre', 'a', 'las', '12:00', 'en', 'la', 'sala', 'B07', 'Toda', 'la', 'información', 'y', 'requisitos', 'AQUI', 'Consultas', 'al', 'rrii', '@', 'ing.uchile.cl']","['Charla', 'informativa', ':', '25', 'octubre', 'a', 'las', '12:00', 'en', 'la', 'sala', 'B07', 'Toda', 'la', 'información', 'y', 'requisitos', 'AQUI', 'Consultas', 'al', 'rrii', '@', 'ing.uchile.cl']",1.0,1.0,0.0,1.0
"Estimad@s Estudiantes: De acuerdo a la información enviada desde la DirBDE, ya se encuentran disponibles los resultados en la plataforma  Consulta de Beneficios Los pagos se realizarán el 26 de octubre en las cuentas informadas en el  Formulario de Datos Bancarios .","['Estimad@s Estudiantes: De acuerdo a la información enviada desde la DirBDE, ya se encuentran disponibles los resultados en la plataforma  Consulta de Beneficios Los pagos se realizarán el 26 de octubre en las cuentas informadas en el  Formulario de Datos Bancarios .']",NO,NO,"Eliminar sesgo de género del siguiente texto:
Estimad@s Estudiantes: De acuerdo a la información enviada desde la DirBDE, ya se encuentran disponibles los resultados en la plataforma  Consulta de Beneficios Los pagos se realizarán el 26 de octubre en las cuentas informadas en el  Formulario de Datos Bancarios .","<human>: ¿Puedes reescribir el siguiente texto sin sesgo de género?
    Estimad@s Estudiantes: De acuerdo a la información enviada desde la DirBDE, ya se encuentran disponibles los resultados en la plataforma  Consulta de Beneficios Los pagos se realizarán el 26 de octubre en las cuentas informadas en el  Formulario de Datos Bancarios .
    <assistant>:","Estimad@s Estudiantes: De acuerdo a la información enviada desde la DirBDE, ya se encuentran disponibles los resultados en la plataforma Consulta de Beneficios Los pagos se realizarán el 26 de octubre en las cuentas informadas en el Formulario de Datos Bancarios.","[['Estimad', '@', 's', 'Estudiantes', ':', 'De', 'acuerdo', 'a', 'la', 'información', 'enviada', 'desde', 'la', 'DirBDE', ',', 'ya', 'se', 'encuentran', 'disponibles', 'los', 'resultados', 'en', 'la', 'plataforma', 'Consulta', 'de', 'Beneficios', 'Los', 'pagos', 'se', 'realizarán', 'el', '26', 'de', 'octubre', 'en', 'las', 'cuentas', 'informadas', 'en', 'el', 'Formulario', 'de', 'Datos', 'Bancarios', '.']]",46,"['Estimad', '@', 's', 'Estudiantes', ':', 'De', 'acuerdo', 'a', 'la', 'información', 'enviada', 'desde', 'la', 'DirBDE', ',', 'ya', 'se', 'encuentran', 'disponibles', 'los', 'resultados', 'en', 'la', 'plataforma', 'Consulta', 'de', 'Beneficios', 'Los', 'pagos', 'se', 'realizarán', 'el', '26', 'de', 'octubre', 'en', 'las', 'cuentas', 'informadas', 'en', 'el', 'Formulario', 'de', 'Datos', 'Bancarios', '.']","['Estimad', '@', 's', 'Estudiantes', ':', 'De', 'acuerdo', 'a', 'la', 'información', 'enviada', 'desde', 'la', 'DirBDE', ',', 'ya', 'se', 'encuentran', 'disponibles', 'los', 'resultados', 'en', 'la', 'plataforma', 'Consulta', 'de', 'Beneficios', 'Los', 'pagos', 'se', 'realizarán', 'el', '26', 'de', 'octubre', 'en', 'las', 'cuentas', 'informadas', 'en', 'el', 'Formulario', 'de', 'Datos', 'Bancarios', '.']",1.0,1.0,0.0,1.0
Beauchefian@s: Les invitamos a conocer las diversas iniciativas y proyectos que se llevan a cabo en la FCFM.,['Beauchefian@s: Les invitamos a conocer las diversas iniciativas y proyectos que se llevan a cabo en la FCFM.'],NO,NO,"Eliminar sesgo de género del siguiente texto:
Beauchefian@s: Les invitamos a conocer las diversas iniciativas y proyectos que se llevan a cabo en la FCFM.","<human>: ¿Puedes reescribir el siguiente texto sin sesgo de género?
    Beauchefian@s: Les invitamos a conocer las diversas iniciativas y proyectos que se llevan a cabo en la FCFM.
    <assistant>:",Beauchefian@s: Les invitamos a conocer las diversas iniciativas y proyectos que se llevan a cabo en la FCFM.,"[['Beauchefian', '@', 's', ':', 'Les', 'invitamos', 'a', 'conocer', 'las', 'diversas', 'iniciativas', 'y', 'proyectos', 'que', 'se', 'llevan', 'a', 'cabo', 'en', 'la', 'FCFM', '.']]",22,"['Beauchefian', '@', 's', ':', 'Les', 'invitamos', 'a', 'conocer', 'las', 'diversas', 'iniciativas', 'y', 'proyectos', 'que', 'se', 'llevan', 'a', 'cabo', 'en', 'la', 'FCFM', '.']","['Beauchefian', '@', 's', ':', 'Les', 'invitamos', 'a', 'conocer', 'las', 'diversas', 'iniciativas', 'y', 'proyectos', 'que', 'se', 'llevan', 'a', 'cabo', 'en', 'la', 'FCFM', '.']",1.0,1.0,0.0,1.0
Lee la nueva edición de  Revista Beauchef  Subdirección de Comunicaciones FCFM-U.,['Lee la nueva edición de  Revista Beauchef  Subdirección de Comunicaciones FCFM-U.'],,,"Eliminar sesgo de género del siguiente texto:
Lee la nueva edición de  Revista Beauchef  Subdirección de Comunicaciones FCFM-U.","<human>: ¿Puedes reescribir el siguiente texto sin sesgo de género?
    Lee la nueva edición de  Revista Beauchef  Subdirección de Comunicaciones FCFM-U.
    <assistant>:",Lee la nueva edición de Revista Beauchef Subdirección de Comunicaciones FCFM-U.,"[['Lee', 'la', 'nueva', 'edición', 'de', 'Revista', 'Beauchef', 'Subdirección', 'de', 'Comunicaciones', 'FCFM-U', '.']]",12,"['Lee', 'la', 'nueva', 'edición', 'de', 'Revista', 'Beauchef', 'Subdirección', 'de', 'Comunicaciones', 'FCFM-U', '.']","['Lee', 'la', 'nueva', 'edición', 'de', 'Revista', 'Beauchef', 'Subdirección', 'de', 'Comunicaciones', 'FCFM-U', '.']",1.0,1.0,0.0,1.0
"Te invitamos a celebrar el sexto año de la Ludoteca con presentaciones de juegos, música, empresas, diversión, tortas y picoteo.","['Te invitamos a celebrar el sexto año de la Ludoteca con presentaciones de juegos, música, empresas, diversión, tortas y picoteo.']",,,"Eliminar sesgo de género del siguiente texto:
Te invitamos a celebrar el sexto año de la Ludoteca con presentaciones de juegos, música, empresas, diversión, tortas y picoteo.","<human>: ¿Puedes reescribir el siguiente texto sin sesgo de género?
    Te invitamos a celebrar el sexto año de la Ludoteca con presentaciones de juegos, música, empresas, diversión, tortas y picoteo.
    <assistant>:","Te invitamos a celebrar el sexto año de la Ludoteca con presentaciones de juegos, música, empresas, diversión, tortas y picoteo.","[['Te', 'invitamos', 'a', 'celebrar', 'el', 'sexto', 'año', 'de', 'la', 'Ludoteca', 'con', 'presentaciones', 'de', 'juegos', ',', 'música', ',', 'empresas', ',', 'diversión', ',', 'tortas', 'y', 'picoteo', '.']]",25,"['Te', 'invitamos', 'a', 'celebrar', 'el', 'sexto', 'año', 'de', 'la', 'Ludoteca', 'con', 'presentaciones', 'de', 'juegos', ',', 'música', ',', 'empresas', ',', 'diversión', ',', 'tortas', 'y', 'picoteo', '.']","['Te', 'invitamos', 'a', 'celebrar', 'el', 'sexto', 'año', 'de', 'la', 'Ludoteca', 'con', 'presentaciones', 'de', 'juegos', ',', 'música', ',', 'empresas', ',', 'diversión', ',', 'tortas', 'y', 'picoteo', '.']",1.0,1.0,0.0,1.0
No te lo pierdas.,['No te lo pierdas.'],,,"Eliminar sesgo de género del siguiente texto:
No te lo pierdas.","<human>: ¿Puedes reescribir el siguiente texto sin sesgo de género?
    No te lo pierdas.
    <assistant>:",No te lo pierdas.,"[['No', 'te', 'lo', 'pierdas', '.']]",5,"['No', 'te', 'lo', 'pierdas', '.']","['No', 'te', 'lo', 'pierdas', '.']",1.0,1.0,0.0,1.0
"Hall Biblioteca Central, miércoles 25 de Octubre de 12:00 a 16:00 hrs.","['Hall Biblioteca Central, miércoles 25 de Octubre de 12:00 a 16:00 hrs.']",,,"Eliminar sesgo de género del siguiente texto:
Hall Biblioteca Central, miércoles 25 de Octubre de 12:00 a 16:00 hrs.","<human>: ¿Puedes reescribir el siguiente texto sin sesgo de género?
    Hall Biblioteca Central, miércoles 25 de Octubre de 12:00 a 16:00 hrs.
    <assistant>:","Hall Biblioteca Central, miércoles 25 de Octubre de 12:00 a 16:00 hrs.","[['Hall', 'Biblioteca', 'Central', ',', 'miércoles', '25', 'de', 'Octubre', 'de', '12:00', 'a', '16:00', 'hrs', '.']]",14,"['Hall', 'Biblioteca', 'Central', ',', 'miércoles', '25', 'de', 'Octubre', 'de', '12:00', 'a', '16:00', 'hrs', '.']","['Hall', 'Biblioteca', 'Central', ',', 'miércoles', '25', 'de', 'Octubre', 'de', '12:00', 'a', '16:00', 'hrs', '.']",1.0,1.0,0.0,1.0
Estimad@s Estudiantes:  Recordamos que  hasta el 26 de octubre a las 14.00 hrs .,['Estimad@s Estudiantes:  Recordamos que  hasta el 26 de octubre a las 14.00 hrs .'],NO,NO,"Eliminar sesgo de género del siguiente texto:
Estimad@s Estudiantes:  Recordamos que  hasta el 26 de octubre a las 14.00 hrs .","<human>: ¿Puedes reescribir el siguiente texto sin sesgo de género?
    Estimad@s Estudiantes:  Recordamos que  hasta el 26 de octubre a las 14.00 hrs .
    <assistant>:",Estimad@s Estudiantes: Recordamos que hasta el 26 de octubre a las 14.00 hrs.,"[['Estimad', '@', 's', 'Estudiantes', ':', 'Recordamos', 'que', 'hasta', 'el', '26', 'de', 'octubre', 'a', 'las', '14.00', 'hrs', '.']]",17,"['Estimad', '@', 's', 'Estudiantes', ':', 'Recordamos', 'que', 'hasta', 'el', '26', 'de', 'octubre', 'a', 'las', '14.00', 'hrs', '.']","['Estimad', '@', 's', 'Estudiantes', ':', 'Recordamos', 'que', 'hasta', 'el', '26', 'de', 'octubre', 'a', 'las', '14.00', 'hrs', '.']",1.0,1.0,0.0,1.0
"se extiende plazo para completar el formulario en  http://www.fuas.cl/  o  http://www.beneficiosestudiantiles.cl/  para que puedas postular a Gratuidad, becas y créditos del Mineduc.","['se extiende plazo para completar el formulario en  http://www.fuas.cl/  o  http://www.beneficiosestudiantiles.cl/  para que puedas postular a Gratuidad, becas y créditos del Mineduc.']",,,"Eliminar sesgo de género del siguiente texto:
se extiende plazo para completar el formulario en  http://www.fuas.cl/  o  http://www.beneficiosestudiantiles.cl/  para que puedas postular a Gratuidad, becas y créditos del Mineduc.","<human>: ¿Puedes reescribir el siguiente texto sin sesgo de género?
    se extiende plazo para completar el formulario en  http://www.fuas.cl/  o  http://www.beneficiosestudiantiles.cl/  para que puedas postular a Gratuidad, becas y créditos del Mineduc.
    <assistant>:","se extiende plazo para completar el formulario en http://www.fuas.cl/ o http://www.beneficiosestudiantiles.cl/ para que puedas postular a Gratuidad, becas y créditos del Mineduc.","[['se', 'extiende', 'plazo', 'para', 'completar', 'el', 'formulario', 'en', 'http', ':', '//www.fuas.cl/', 'o', 'http', ':', '//www.beneficiosestudiantiles.cl/', 'para', 'que', 'puedas', 'postular', 'a', 'Gratuidad', ',', 'becas', 'y', 'créditos', 'del', 'Mineduc', '.']]",28,"['se', 'extiende', 'plazo', 'para', 'completar', 'el', 'formulario', 'en', 'http', ':', '//www.fuas.cl/', 'o', 'http', ':', '//www.beneficiosestudiantiles.cl/', 'para', 'que', 'puedas', 'postular', 'a', 'Gratuidad', ',', 'becas', 'y', 'créditos', 'del', 'Mineduc', '.']","['se', 'extiende', 'plazo', 'para', 'completar', 'el', 'formulario', 'en', 'http', ':', '//www.fuas.cl/', 'o', 'http', ':', '//www.beneficiosestudiantiles.cl/', 'para', 'que', 'puedas', 'postular', 'a', 'Gratuidad', ',', 'becas', 'y', 'créditos', 'del', 'Mineduc', '.']",1.0,1.0,0.0,1.0
